   0.000      0.0000E+00      0.0000E+00      0.0000E+00      0.2347E+00      0.0000E+00      0.0000E+00
   0.737      0.4402E-02      0.4547E-02      0.4370E-02      0.2354E+00      0.0000E+00      0.6154E-03
   1.470      0.9627E-02      0.9698E-02      0.9502E-02      0.2366E+00      0.1212E-02      0.1889E-02
   2.199      0.1729E-01      0.1656E-01      0.1706E-01      0.2383E+00      0.3854E-02      0.7446E-02
   2.919      0.3429E-01      0.2808E-01      0.3416E-01      0.2407E+00      0.1676E-01      0.3201E-01
   3.630      0.7221E-01      0.5520E-01      0.7076E-01      0.2774E+00      0.3348E-01      0.6442E-01
   4.330      0.1225E+00      0.1153E+00      0.1106E+00      0.3216E+00      0.1670E-01      0.3247E-01
   5.019      0.1812E+00      0.2003E+00      0.1552E+00      0.3574E+00      0.3650E-01      0.7074E-01
   5.695      0.2120E+00      0.2828E+00      0.1915E+00      0.3302E+00      0.2408E-01      0.4626E-01
   6.359      0.2619E+00      0.3107E+00      0.2713E+00      0.2275E+00      0.4560E-02      0.8743E-02
   7.011      0.3739E+00      0.3768E+00      0.3408E+00      0.2511E+00      0.4944E-01      0.9557E-01
   7.653      0.4209E+00      0.4322E+00      0.3871E+00      0.3126E+00      0.9284E-01      0.1795E+00
   8.286      0.4743E+00      0.4793E+00      0.4819E+00      0.3573E+00      0.1466E+00      0.2830E+00
   8.910      0.5174E+00      0.5594E+00      0.5981E+00      0.4456E+00      0.1587E+00      0.3063E+00
   9.528      0.5549E+00      0.7077E+00      0.7023E+00      0.4670E+00      0.1085E+00      0.2095E+00
  10.142      0.6144E+00      0.8467E+00      0.7339E+00      0.3961E+00      0.2934E-01      0.5661E-01
  10.753      0.7084E+00      0.9430E+00      0.7732E+00      0.2878E+00      0.3233E-01      0.6248E-01
  11.364      0.7681E+00      0.9675E+00      0.8547E+00      0.1943E+00      0.7377E-01      0.1423E+00
  11.977      0.7610E+00      0.9280E+00      0.8313E+00      0.1217E+00      0.1431E+00      0.2763E+00
  12.594      0.7606E+00      0.8473E+00      0.7628E+00      0.2792E-01      0.1876E+00      0.3624E+00
  13.219      0.7782E+00      0.8263E+00      0.7470E+00      0.1899E-01      0.2063E+00      0.3984E+00
  13.853      0.8132E+00      0.8815E+00      0.7785E+00      0.5990E-01      0.2139E+00      0.4132E+00
  14.501      0.8575E+00      0.9120E+00      0.8191E+00      0.1421E-01      0.1945E+00      0.3754E+00
  15.166      0.9133E+00      0.9306E+00      0.8930E+00      0.2322E-01      0.1525E+00      0.2947E+00
  15.852      0.9210E+00      0.9795E+00      0.9380E+00      0.1113E+00      0.1186E+00      0.2291E+00
  16.563      0.8924E+00      0.1013E+01      0.9517E+00      0.9745E-01      0.7599E-01      0.1467E+00
  17.304      0.9144E+00      0.1017E+01      0.9523E+00      0.2848E-02      0.1138E-01      0.2192E-01
  18.082      0.9275E+00      0.9489E+00      0.9414E+00      0.1100E+00      0.2238E-01      0.4375E-01
  18.901      0.8851E+00      0.8230E+00      0.8844E+00      0.1798E+00      0.5453E-01      0.1055E+00
  19.772      0.8239E+00      0.7659E+00      0.8312E+00      0.1655E+00      0.6810E-01      0.1308E+00
  20.702      0.7601E+00      0.7400E+00      0.7697E+00      0.9352E-01      0.6000E-01      0.1152E+00
  21.703      0.6671E+00      0.6493E+00      0.6637E+00      0.8505E-01      0.5590E-01      0.1085E+00
  22.788      0.5601E+00      0.5351E+00      0.5621E+00      0.8906E-01      0.4961E-01      0.9602E-01
  23.975      0.4615E+00      0.4282E+00      0.4685E+00      0.9650E-01      0.3681E-02      0.6833E-02
  25.284      0.4071E+00      0.3678E+00      0.4012E+00      0.1172E+00      0.1683E-01      0.3282E-01
  26.739      0.3752E+00      0.3608E+00      0.3862E+00      0.1021E+00      0.3340E-01      0.6377E-01
  28.375      0.3295E+00      0.3230E+00      0.3282E+00      0.6930E-01      0.1337E-01      0.2544E-01
  30.233      0.2859E+00      0.2812E+00      0.2827E+00      0.8487E-01      0.1014E-01      0.2009E-01
  32.371      0.2552E+00      0.2758E+00      0.2514E+00      0.8809E-01      0.1934E-01      0.3673E-01
  34.862      0.2141E+00      0.2403E+00      0.2012E+00      0.4697E-01      0.4021E-01      0.7812E-01
  37.811      0.1426E+00      0.1430E+00      0.1439E+00      0.8906E-02      0.4717E-01      0.9108E-01
  41.364      0.1099E+00      0.9986E-01      0.1090E+00      0.3354E-01      0.3332E-01      0.6390E-01
  45.734      0.8278E-01      0.7096E-01      0.7349E-01      0.5155E-01      0.1581E-01      0.2749E-01
  51.245      0.1847E-01      0.1705E-01      0.1657E-01      0.4091E-01      0.2058E-01      0.3851E-01
  58.411      0.2877E-02      0.2711E-02      0.2707E-02      0.1099E-01      0.1414E-01      0.3005E-01
  68.106      0.1013E-02      0.1014E-02      0.1013E-02      0.0000E+00      0.1000E-01      0.2236E-01
  81.934      0.4688E-03      0.4690E-03      0.4687E-03      0.0000E+00      0.1000E-01      0.1732E-01
 103.208      0.2049E-03      0.2050E-03      0.2049E-03      0.0000E+00      0.0000E+00      0.1414E-01
 140.035      0.1013E-03      0.1013E-03      0.1013E-03      0.0000E+00      0.0000E+00      0.1000E-01
 218.931      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00
 218.931      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00
